COG2978
COG1414
COG1414
COG0787
COG1477
COG1271
COG3145
COG0639
COG0639
COG1680
COG0260
COG3725
COG0006
COG0860
COG0667
COG0667
COG1012
COG0460
COG0527
COG1960
COG0800
COG1012
COG0787
COG1254
COG1816
COG1816
COG0657
COG1349
COG1349
COG0841
COG0363
COG3468
COG3468
COG1012
COG1454
COG1049
COG1049
COG2091
COG2091
COG0841
COG0841
COG1982
COG4948
COG1804
COG1804
COG0236
COG0493
COG1142
COG0450
COG0450
COG0350
COG2169
COG0365
COG0365
COG1448
COG1448
COG0825
COG0825
COG1289
COG0454
COG2818
COG0122
COG0204
COG0318
COG0362
COG1830
COG0436
COG0036
COG3634
COG3634
COG1940
COG1064
COG0460
COG0527
COG0436
COG0366
COG0191
COG0697
COG0697
COG0128
COG0128
COG0710
COG3703
COG3703
COG0726
COG0337
COG0337
COG0745
COG0835
COG0784
COG3143
COG3143
COG0463
COG0399
COG0697
COG0697
COG0583
COG2201
COG0834
COG0387
COG0055
COG0055
COG0355
COG0355
COG0711
COG0711
COG0224
COG0224
COG0002
COG0459
COG1219
COG1502
COG1502
COG0183
COG0500
COG0077
COG1605
COG0077
COG1605
COG0356
COG0356
COG0235
COG0548
COG1246
COG0548
COG1246
COG0038
COG0038
COG0542
COG0500
COG0500
COG0474
COG2057
COG1788
COG1788
COG0722
COG4771
COG0666
COG0367
COG0367
COG0252
COG0549
COG4992
COG0137
COG0137
COG1012
COG0740
COG2127
COG2127
COG1670
COG1018
COG0169
COG1502
COG0542
COG3138
COG0500
COG2160
COG0640
COG4160
COG4215
COG3119
COG0641
COG2982
COG2502
COG1027
COG4992
COG0056
COG0056
COG3977
COG0784
COG2198
COG4999
COG0642
COG3250
COG1058
COG0703
COG0372
COG0372
COG1767
COG3697
COG1393
COG1825
COG3732
COG3775
COG1762
COG1762
COG2213
COG2213
COG4668
COG2213
COG4668
COG0138
COG1609
COG1609
COG1841
COG0528
COG0267
COG0174
COG0174
COG0160
COG0160
COG0461
COG1080
COG1080
COG1299
COG1445
COG3925
COG3730
COG1925
COG2893
COG3444
COG2893
COG3444
COG3716
COG1440
COG1263
COG1264
COG1263
COG1264
COG1263
COG0034
COG1113
COG1113
COG1762
COG0540
COG0418
COG0603
COG0702
COG0702
COG0504
COG0809
COG0809
COG0780
COG2904
COG1177
COG0687
COG0028
COG0494
COG0350
COG0350
COG0147
COG0147
COG0041
COG3131
COG3131
COG0028
COG1024
COG2050
COG0115
COG0104
COG0104
COG0414
COG0414
COG4992
COG0508
COG0508
COG0377
COG0713
COG1198
COG2965
COG3923
COG3923
COG2890
COG0567
COG3203
COG3131
COG3131
COG1024
COG3327
COG3327
COG2885
COG0026
COG1368
COG1368
COG0512
COG0126
COG0126
COG0062
COG0063
COG0601
COG1764
COG3622
COG0014
COG0014
COG3637
COG2194
COG0167
COG0842
COG1131
COG1937
COG1074
COG3130
COG1209
COG1209
COG1088
COG1088
COG1088
COG1898
COG1898
COG1091
COG0027
COG0027
COG0531
COG0506
COG4230
COG0255
COG1781
COG0602
COG1061
COG1066
COG1066
COG0553
COG0604
COG0604
COG0720
COG0524
COG2198
COG2198
COG1600
COG2215
COG1249
COG5455
COG3731
COG0193
COG1263
COG1264
COG0261
COG3444
COG3444
COG1263
COG1264
COG2190
COG1263
COG1264
COG2190
COG0152
COG0152
COG0198
COG0208
COG0208
COG1660
COG2974
COG1330
COG0497
COG0497
COG0456
COG0456
COG0608
COG0608
COG1957
COG1957
COG2197
COG0468
COG4776
COG0571
COG1957
COG1957
COG1670
COG1609
COG0335
COG1195
COG1200
COG0514
COG2207
COG0507
COG1381
COG1381
COG0210
COG0108
COG0108
COG1530
COG0256
COG4175
COG0226
COG1263
COG1264
COG0090
COG1925
COG4668
COG0280
COG0857
COG0280
COG0857
COG0299
COG0089
COG0046
COG0047
COG0046
COG0047
COG3624
COG3624
COG1785
COG1785
COG0652
COG0117
COG1985
COG0117
COG1985
COG0639
COG0197
COG0639
COG0093
COG0607
COG0607
COG1502
COG1502
COG1221
COG1117
COG3605
COG3605
COG2190
COG2190
COG0292
COG3444
COG3444
COG1447
COG1455
COG1455
COG2190
COG3414
COG3414
COG3715
COG1263
COG1264
COG1263
COG1264
COG1215
COG3454
COG0006
COG3625
COG3625
COG4107
COG0704
COG0200
COG0558
COG0372
COG0102
COG1806
COG1806
COG0745
COG2890
COG2890
COG2079
COG4943
COG4943
COG1129
COG0671
COG0560
COG1686
COG0744
COG2200
COG3340
COG2518
COG0760
COG0760
COG0208
COG0307
COG3626
COG3626
COG1961
COG3109
COG1866
COG2186
COG2186
COG0111
COG0345
COG2200
COG2195
COG2195
COG0854
COG0854
COG5009
COG4953
COG2200
COG2771
COG2199
COG2200
COG2202
COG2195
COG0078
COG4608
COG4166
COG0078
COG2943
COG2943
COG2823
COG3203
COG1882
COG1882
COG1882
COG1882
COG0260
COG1267
COG3627
COG1702
COG1879
COG1180
COG0205
COG0259
COG1235
COG5013
COG5013
COG0033
COG0033
