,0
1873,COG1028
1874,COG4842
1875,COG4842
1876,COG2086
1877,COG4842
1878,COG2203
1879,COG4585
1880,COG0460
1881,COG2902
1882,COG3572
1883,COG4842
1884,COG0520
1885,COG4552
1886,COG0242
1887,COG0232
1888,COG0513
1889,COG0294
1890,COG0223
1891,COG2884
1892,COG0772
1893,COG0772
1894,COG2177
1895,COG0206
1896,COG0114
1897,COG1589
1898,COG1526
1899,COG0493
1900,COG1146
1901,COG0266
1902,COG3080
1903,COG2141
1904,COG1539
1905,COG0778
1906,COG1478
1907,COG0285
1908,COG1146
1909,COG1131
1910,COG1716
1911,COG0318
1912,COG0318
1913,COG0318
1914,COG0183
1915,COG2230
1916,COG0318
1917,COG0318
1918,COG0001
1919,COG0318
1920,COG0332
1921,COG2141
1922,COG1262
1923,COG0318
1924,COG3000
1925,COG2025
1926,COG1060
1927,COG1716
1928,COG1022
1929,COG0136
1930,COG0592
1931,COG0686
1932,COG1199
1933,COG0785
1934,COG0587
1935,COG0358
1936,COG0020
1937,COG0758
1938,COG1024
1939,COG1028
1940,COG1160
1941,COG0593
1942,COG2197
1943,COG0294
1944,COG1249
1945,COG0484
1946,COG0305
1947,COG1372
1948,COG1793
1949,COG2203
1950,COG4585
1951,COG0389
1952,COG0587
1953,COG0389
1954,COG0277
1955,COG0671
1956,COG1490
1957,COG2812
1958,COG0842
1959,COG0756
1960,COG0480
1961,COG1131
1962,COG0443
1963,COG1154
1964,COG0272
1965,COG0258
1966,COG0749
1967,COG0743
1968,COG0842
1969,COG0262
1970,COG1024
1971,COG0177
1972,COG1018
1973,COG0382
1974,COG0142
1975,COG0050
1976,COG4301
1977,COG0648
1978,COG1024
1979,COG1262
1980,COG0480
1981,COG0266
1982,COG2030
1983,COG1364
1984,COG0479
1985,COG0321
1986,COG1376
1987,COG1793
1988,COG0657
1989,COG0747
1990,COG1304
1991,COG1376
1992,COG0481
1993,COG0621
1994,COG0065
1995,COG0324
1996,COG0119
1997,COG1611
1998,COG0681
1999,COG1793
2000,COG3285
2001,COG0066
2002,COG0682
2003,COG0318
2004,COG0482
2005,COG2186
2006,COG1694
2007,COG0318
2008,COG0620
2009,COG1165
2010,COG0644
2011,COG2230
2012,COG2230
2013,COG2230
2014,COG2409
2015,COG2409
2016,COG2084
2017,COG1190
2018,COG2337
2019,COG2337
2020,COG2337
2021,COG0024
2022,COG2337
2023,COG1881
2024,COG0236
2025,COG1404
2026,COG1404
2027,COG1057
2028,COG1974
2029,COG0320
2030,COG1376
2031,COG0473
2032,COG2223
2033,COG2197
2034,COG1404
2035,COG2180
2036,COG5013
2037,COG2162
2038,COG0728
2039,COG2072
2040,COG0061
2041,COG4585
2042,COG1884
2043,COG2185
2044,COG0494
2045,COG0796
2046,COG0171
2047,COG0388
2048,COG2225
2049,COG2020
2050,COG2132
2051,COG3629
2052,COG0725
2053,COG0626
2054,COG2409
2055,COG2021
2056,COG2076
2057,COG2409
2058,COG2230
2059,COG2409
2060,COG0314
2061,COG1977
2062,COG1118
2063,COG0303
2064,COG0303
2065,COG0627
2066,COG4948
2067,COG1169
2068,COG2409
2069,COG2409
2070,COG1914
2071,COG0579
2072,COG0745
2073,COG1020
2074,COG3208
2075,COG3433
2076,COG1670
2077,COG0039
2078,COG2226
2079,COG1132
2080,COG1640
2081,COG2337
2082,COG2337
2083,COG1310
2084,COG4578
2085,COG2337
2086,COG3251
2087,COG2120
2088,COG0024
2089,COG1653
2090,COG4461
2091,COG0597
2092,COG3281
2093,COG0281
2094,COG2337
2095,COG0147
2096,COG1249
2097,COG1127
2098,COG2234
2099,COG1404
2100,COG0456
2101,COG0494
2102,COG1404
2103,COG0215
2104,COG0773
2105,COG0745
2106,COG2120
2107,COG0769
2108,COG0438
2109,COG0288
2110,COG1884
2111,COG2185
2112,COG0379
2113,COG0157
2114,COG0707
2115,COG0771
2116,COG0476
2117,COG0607
2118,COG1970
2119,COG0225
2120,COG0770
2121,COG2409
2122,COG2409
2123,COG0005
2124,COG0775
2125,COG0766
2126,COG0288
2127,COG1249
2128,COG0314
2129,COG0315
2130,COG0812
2131,COG0472
2132,COG0746
2133,COG2001
2134,COG0315
2135,COG4149
2136,COG0315
2137,COG3321
2138,COG0642
2139,COG2896
2140,COG2896
2141,COG2335
2142,COG2335
2143,COG5013
2144,COG0406
2145,COG0494
2146,COG1194
2147,COG0494
2148,COG0205
2149,COG1105
2150,COG0098
2151,COG0275
2152,COG0632
2153,COG3839
2154,COG1175
2155,COG1366
2156,COG0483
2157,COG1385
2158,COG0096
2159,COG2172
2160,COG2255
2161,COG0197
2162,COG0256
2163,COG0094
2164,COG1209
2165,COG1841
2166,COG0097
2167,COG0292
2168,COG0291
2169,COG0087
2170,COG0222
2171,COG1088
2172,COG1898
2173,COG0689
2174,COG0164
2175,COG0198
2176,COG0081
2177,COG0227
2178,COG0254
2179,COG0099
2180,COG0103
2181,COG0357
2182,COG0313
2183,COG0223
2184,COG0406
2185,COG5662
2186,COG0030
2187,COG0360
2188,COG0049
2189,COG0395
2190,COG0268
2191,COG0186
2192,COG0185
2193,COG0522
2194,COG1366
2195,COG0238
2196,COG0093
2197,COG0335
2198,COG0261
2199,COG0091
2200,COG0244
2201,COG0089
2202,COG0117
2203,COG1985
2204,COG0806
2205,COG0102
2206,COG0208
2207,COG0080
2208,COG0642
2209,COG0688
2210,COG1396
2211,COG3800
2212,COG0571
2213,COG0791
2214,COG0208
2215,COG0209
2216,COG0779
2217,COG0750
2218,COG1994
2219,COG0791
2220,COG0054
2221,COG0638
2222,COG0581
2223,COG0280
2224,COG0857
2225,COG0193
2226,COG0394
2227,COG0631
2228,COG0226
2229,COG0638
2230,COG0594
2231,COG1819
2232,COG0202
2233,COG1091
2234,COG0328
2235,COG0406
2236,COG0255
2237,COG0359
2238,COG0036
2239,COG3510
2240,COG3583
2241,COG0085
2242,COG0698
2243,COG0184
2244,COG1234
2245,COG0684
2246,COG0100
2247,COG0238
2248,COG0051
2249,COG0086
2250,COG1758
2251,COG0595
2252,COG0539
2253,COG0052
2254,COG0092
2255,COG0048
2256,COG0199
2257,COG0199
2258,COG0228
2259,COG2009
2260,COG1690
2261,COG0537
2262,COG0706
2263,COG0816
2264,COG0735
2265,COG0759
2266,COG0520
2267,COG0566
2268,COG0477
2269,COG4221
2270,COG1028
2271,COG0537
2272,COG2963
2273,COG2084
2274,COG1721
2275,COG0463
2276,COG0366
2277,COG1252
2278,COG0657
2279,COG0062
2280,COG0063
2281,COG0618
2282,COG0838
2283,COG0406
2284,COG3391
2285,COG0846
2286,COG1780
2287,COG1327
2288,COG0209
2289,COG3391
2290,COG0057
2291,COG0160
2292,COG0721
2293,COG0373
2294,COG0153
2295,COG1088
2296,COG0364
2297,COG0327
2298,COG3323
2299,COG0302
2300,COG2170
2301,COG1053
2302,COG0552
2303,COG0181
2304,COG0064
2305,COG3029
2306,COG0493
2307,COG0166
2308,COG0113
2309,COG0190
2310,COG0735
2311,COG0364
2312,COG0407
2313,COG1834
2314,COG1181
2315,COG0266
2316,COG0465
2317,COG1674
2318,COG0367
2319,COG0252
2320,COG0137
2321,COG0548
2322,COG4992
2323,COG1966
2324,COG0042
2325,COG1409
2326,COG1562
2327,COG1332
2328,COG1937
2329,COG2217
2330,COG0474
2331,COG1920
2332,COG0843
2333,COG1845
2334,COG1337
2335,COG1567
2336,COG1278
2337,COG2082
2338,COG0391
2339,COG0237
2340,COG2320
2341,COG1622
2342,COG0109
2343,COG2124
2344,COG2124
2345,COG2124
2346,COG2124
2347,COG2124
2348,COG2124
2349,COG0029
2350,COG0006
2351,COG0105
2352,COG0744
2353,COG1735
2354,COG3161
2355,COG2909
2356,COG0558
2357,COG2326
2358,COG0515
2359,COG3424
2360,COG0515
2361,COG2937
2362,COG0079
2363,COG0214
2364,COG0860
2365,COG1702
2366,COG0306
2367,COG3668
2368,COG0515
2369,COG0454
2370,COG0664
2371,COG0768
2372,COG0311
2373,COG2096
2374,COG0077
2375,COG3920
2376,COG3511
2377,COG0058
2378,COG2154
2379,COG1005
2380,COG4799
2381,COG3707
2382,COG0380
2383,COG1274
2384,COG0853
2385,COG1475
2386,COG3609
2387,COG1893
2388,COG4799
2389,COG2378
2390,COG2378
2391,COG0413
2392,COG1020
2393,COG0768
2394,COG2039
2395,COG0259
2396,COG0414
2397,COG1020
2398,COG1020
2399,COG0508
2400,COG0078
2401,COG1496
2402,COG0781
2403,COG0852
2404,COG1905
2405,COG0350
2406,COG0637
2407,COG1877
2408,COG1949
2409,COG0345
2410,COG0515
2411,COG3391
2412,COG5651
2413,COG5651
2414,COG0438
2415,COG0515
2416,COG3424
2417,COG1488
2418,COG0558
2419,COG0558
2420,COG3511
2421,COG3511
2422,COG0515
2423,COG2937
2424,COG3321
2425,COG0515
2426,COG0515
2427,COG2815
2428,COG1928
2429,COG0704
2430,COG1894
2431,COG0377
2432,COG1034
2433,COG0195
2434,COG0704
2435,COG1007
2436,COG2609
2437,COG1143
2438,COG1637
2439,COG2816
2440,COG0649
2441,COG0713
2442,COG0536
2443,COG0250
2444,COG0438
2445,COG0325
2446,COG1335
2447,COG1488
2448,COG5651
2449,COG0014
2450,COG1185
2451,COG0652
2452,COG5651
2453,COG0248
2454,COG2079
2455,COG1940
2456,COG0855
2457,COG3321
2458,COG3321
2459,COG5651
2460,COG3321
2461,COG1198
2462,COG3424
2463,COG3321
2464,COG2890
2465,COG0372
2466,COG0263
2467,COG0652
2468,COG0815
2469,COG1714
2470,COG0248
2471,COG1396
2472,COG3800
2473,COG1232
2474,COG0365
2475,COG1842
2476,COG0363
2477,COG2224
2478,COG2224
2479,COG1960
2480,COG2885
2481,COG0154
2482,COG0489
2483,COG1231
2484,COG1113
2485,COG1362
2486,COG0787
2487,COG0154
2488,COG1960
2489,COG4569
2490,COG0736
2491,COG0282
2492,COG1062
2493,COG1254
2494,COG1048
2495,COG1064
2496,COG1560
2497,COG2224
2498,COG0154
2499,COG1225
2500,COG2246
2501,COG1012
2502,COG0537
2503,COG0154
2504,COG1113
2505,COG1816
2506,COG1064
2507,COG1063
2508,COG0122
2509,COG2169
2510,COG1062
2511,COG0524
2512,COG0191
2513,COG0450
2514,COG2128
2515,COG0260
2516,COG0527
2517,COG0842
2518,COG1131
2519,COG1716
2520,COG0777
2521,COG0825
2522,COG1053
2523,COG0451
2524,COG2094
2525,COG0627
2526,COG0627
2527,COG0627
2528,COG1438
2529,COG3670
2530,COG0002
2531,COG0356
2532,COG0126
2533,COG1009
2534,COG1008
2535,COG0151
2536,COG0152
2537,COG0788
2538,COG0540
2539,COG0528
2540,COG0044
2541,COG0573
2542,COG0138
2543,COG0104
2544,COG0026
2545,COG0046
2546,COG0047
2547,COG0573
2548,COG0226
2549,COG0041
2550,COG0267
2551,COG0267
2552,COG3293
2553,COG3328
