COG0858
COG0200
COG0244
COG0102
COG0571
COG0093
COG0377
COG1007
COG0620
COG0851
COG0482
COG0621
COG0324
COG0850
COG0193
COG0205
COG0292
COG0091
COG0198
COG0335
COG0227
COG0197
COG0261
COG0211
COG0254
COG0081
COG0847
COG4776
COG0090
COG1841
COG0230
COG0087
COG0086
COG0085
COG0820
COG0333
COG0088
COG0267
COG0291
COG0359
COG0222
COG0528
COG0806
COG0781
COG0216
COG0186
COG0828
COG0048
COG0184
COG0100
COG0233
COG0228
COG0234
COG0165
COG0128
COG0337
COG0082
COG0282
COG0236
COG0289
COG0593
COG0484
COG0272
COG0329
COG0109
COG0316
COG0050
COG0480
COG0169
COG0757
COG0137
COG0242
COG0148
COG0624
COG1159
COG0264
COG2921
COG0718
COG0217
COG0692
COG0275
COG0096
COG0008
COG0653
COG0060
COG1190
COG0495
COG1932
COG0360
COG0533
COG0149
COG0098
COG0215
COG0018
COG0319
COG0190
COG0166
COG0106
COG0782
COG0776
COG0588
COG0079
COG5405
COG0083
COG1220
COG0481
COG0445
COG0486
COG0316
COG0694
COG0112
COG0361
COG0320
COG0459
COG1551
COG0736
COG0617
COG0563
COG0326
COG0129
COG1185
COG0649
COG0852
COG1143
COG0536
COG0713
COG0099
COG0199
COG0092
COG0522
COG0268
COG0052
COG0049
COG0185
COG0176
COG0094
COG0051
COG0238
COG0293
COG0202
COG2813
COG0013
COG0776
COG0057
COG0126
COG0525
COG0492
COG0532
COG0740
COG0218
COG1158
COG0331
COG4775
COG0362
COG0441
COG3027
COG0508
COG0008
COG0635
COG1194
COG0425
COG1186
COG0162
COG0042
COG0206
COG0594
COG2912
COG1622
COG0716
COG0501
COG0691
COG0290
COG1249
COG0336
COG0019
COG0354
COG1008
COG0507
COG0442
COG1132
COG0173
COG0187
COG1845
COG0703
COG0440
COG0752
COG0107
COG0861
COG1253
COG0483
COG0742
COG0466
COG0592
COG0304
COG2901
COG0648
COG0258
COG0749
COG1338
COG0822
COG2609
COG2923
COG0541
COG0568
COG0250
COG0210
COG0195
COG2840
COG0278
COG0141
COG0443
COG1317
COG0124
COG1034
COG1706
COG0526
COG0443
COG1214
COG1005
COG0751
COG1330
COG0327
COG0756
COG1536
COG1987
COG0465
COG2924
COG0221
COG2894
COG0843
COG0462
COG0024
COG0633
COG0305
COG0548
COG0364
COG0590
COG0458
COG0505
COG0596
COG0685
COG0256
COG0706
COG0513
COG2925
COG0037
COG0849
COG1160
COG2885
COG0036
COG2706
COG0587
COG0498
COG1949
COG1187
COG0139
COG0140
COG0130
COG0722
COG0358
COG0450
COG0623
COG0203
COG0253
COG0201
COG0084
COG0313
COG0191
COG0131
COG0241
COG1484
COG2171
COG0567
COG0118
COG1132
COG0180
COG0030
COG0251
COG2890
COG0316
COG0072
COG0231
COG0568
COG0681
COG0080
COG1157
COG0097
COG0552
COG0847
COG1298
COG0016
COG0101
COG1074
COG0460
COG0527
COG0764
COG0617
COG0470
COG1217
COG0539
COG0564
COG0028
COG1905
COG1197
COG0136
COG0040
COG1018
COG0172
COG2812
COG0838
COG1553
COG0188
COG0103
COG0012
COG1219
COG0321
COG1894
COG0120
COG1607
COG0564
COG1009
COG0077
COG1825
COG1377
COG0508
COG1076
COG0280
COG0616
COG0089
COG0021
COG1886
COG0576
COG0668
COG0629
COG1766
COG1054
COG0469
COG0143
COG1278
COG0017
COG0223
COG1104
COG0059
COG0078
