COG2978
COG0282
COG1414
COG0787
COG1477
COG1477
COG1271
COG1953
COG3145
COG3733
COG0308
COG1680
COG1680
COG3725
COG0006
COG0860
COG2252
COG0667
COG1012
COG0860
COG0800
COG1816
COG0657
COG0657
COG0841
COG3468
COG3468
COG1049
COG1064
COG2091
COG2091
COG0841
COG0841
COG1982
COG4948
COG1804
COG1486
COG0365
COG2252
COG0840
COG2202
COG1448
COG1473
COG0825
COG1289
COG3180
COG0454
COG2818
COG0204
COG0318
COG1830
COG0436
COG0436
COG0036
COG0044
COG3257
COG1064
COG0460
COG0527
COG0436
COG0436
COG0624
COG1879
COG0366
COG0128
COG3703
COG3703
COG1486
COG0726
COG0726
COG0337
COG0784
COG3143
COG0463
COG0399
COG0399
COG2201
COG2201
COG0624
COG1279
COG0387
COG0355
COG0355
COG0711
COG0002
COG1219
COG1502
COG0183
COG0183
COG0500
COG0077
COG1605
COG0356
COG0235
COG0548
COG1246
COG0548
COG1246
COG0038
COG0542
COG0474
COG2057
COG1788
COG0722
COG4771
COG0703
COG1113
COG0038
COG0367
COG0252
COG3036
COG4992
COG0137
COG1012
COG2127
COG1670
COG2988
COG0548
COG0548
COG0542
COG3138
COG2204
COG0642
COG2202
COG0500
COG0500
COG2160
COG2160
COG4160
COG4161
COG4215
COG0641
COG1027
COG0252
COG4992
COG3977
COG3977
COG0784
COG2198
COG4999
COG3250
COG1879
COG0703
COG3697
COG1393
COG1983
COG0150
COG3732
COG3775
COG1762
COG1762
COG2213
COG2213
COG4668
COG2213
COG4668
COG1770
COG0138
COG0528
COG0174
COG0160
COG0160
COG0461
COG0573
COG1080
COG1299
COG1445
COG3925
COG1299
COG1445
COG3925
COG3730
COG1925
COG2893
COG3444
COG3716
COG1440
COG1762
COG1263
COG1264
COG1263
COG1264
COG1263
COG1264
COG1263
COG0034
COG0034
COG0151
COG0591
COG1113
COG4176
COG1762
COG1762
COG0540
COG0540
COG0603
COG0702
COG0330
COG0809
COG0809
COG1177
COG0687
COG0531
COG0855
COG0350
COG3131
COG2050
COG0183
COG2151
COG0104
COG0414
COG4992
COG0508
COG0508
COG3203
COG0377
COG0713
COG1198
COG2890
COG2890
COG0567
COG3203
COG1173
COG3131
COG1024
COG2885
COG2885
COG0026
COG3047
COG1368
COG0126
COG0126
COG1464
COG0601
COG1764
COG3622
COG0014
COG0014
COG2194
COG0167
COG0842
COG1131
COG1209
COG1209
COG1088
COG1898
COG1898
COG1091
COG1322
COG0027
COG0027
COG2071
COG0506
COG4230
COG1781
COG1781
COG1066
COG0553
COG0714
COG2914
COG0604
COG2962
COG1869
COG2198
COG2198
COG2215
COG3731
COG3731
COG0193
COG1263
COG1264
COG3444
COG3444
COG1263
COG1264
COG2190
COG1263
COG1264
COG2190
COG1263
COG1264
COG2190
COG0152
COG0015
COG0208
COG1660
COG2974
COG2974
COG0456
COG0456
COG0608
COG0608
COG1957
COG1957
COG1957
COG2197
COG0468
COG0571
COG1957
COG1670
COG2256
COG2256
COG1609
COG1172
COG1195
COG0189
COG2207
COG0108
COG1530
COG4175
COG0226
COG1263
COG1264
COG1263
COG1264
COG0788
COG0280
COG0857
COG0299
COG0046
COG0047
COG1785
COG0652
COG0652
COG0117
COG1985
COG1961
COG0607
COG0607
COG1502
COG3605
COG3605
COG2190
COG0688
COG3444
COG3444
COG1447
COG1447
COG1455
COG1455
COG2190
COG0263
COG3414
COG3414
COG3715
COG3715
COG1263
COG1264
COG1263
COG1264
COG3454
COG0006
COG3625
COG4107
COG0704
COG0704
COG0558
COG0558
COG0044
COG0531
COG2113
COG1806
COG3709
COG0745
COG1961
COG1961
COG2890
COG2890
COG4943
COG4943
COG1129
COG0560
COG1686
COG2200
COG1995
COG3340
COG3221
COG2518
COG2518
COG0760
COG0760
COG0307
COG0306
COG1961
COG3109
COG1866
COG2186
COG0111
COG2200
COG2195
COG2195
COG0853
COG0854
COG4953
COG2200
COG2771
COG2199
COG2200
COG2202
COG2199
COG2200
COG2202
COG0078
COG4166
COG1949
COG0078
COG0339
COG2943
COG2943
COG2823
COG1972
COG1882
COG1882
COG1882
COG1882
COG1882
COG0260
COG0858
COG1702
COG1879
COG1180
COG2240
COG0205
COG1235
COG1235
COG5013
COG0033
COG3004
COG2162
COG0494
COG0838
COG0864
COG1185
COG1185
COG0437
COG0424
COG3852
COG3076
COG1670
COG1670
COG1530
COG1884
COG2185
COG0036
COG0036
COG0698
COG1846
COG1047
COG1047
COG0164
COG3048
COG5464
COG5464
COG5464
COG1760
COG0085
COG0085
COG0054
COG0500
COG0566
COG0566
COG0353
COG0353
COG0847
COG1426
COG1508
COG0479
COG0479
COG0120
COG0120
COG0233
COG4171
COG2949
COG4168
COG0342
COG0201
COG0397
COG2603
COG0560
COG1932
COG0627
COG0814
COG1053
COG0202
COG0202
COG3276
COG3276
COG3414
COG1060
COG0301
COG0607
COG0301
COG0607
COG0627
COG0235
COG0235
COG0275
COG0275
COG4657
COG2141
COG0817
COG3449
COG0476
COG0476
COG1012
COG1314
COG3057
COG0111
COG0111
COG0654
COG3165
COG4106
COG4106
COG1826
COG0043
COG0043
COG2731
COG0590
COG0654
COG0654
COG2911
COG2911
COG0802
COG0162
COG0533
COG0533
COG2175
COG0286
COG1826
COG1179
